"","SVSPP","YEAR","N","strat.biomass","biomass.var","biomass.SE","strat.abund","abund.var","abund.SE","tot.biomass","tot.bio.var","tot.bio.SE","tot.abundance","tot.abund.var","tot.abund.SE","RPATH","SCINAME","Fall.q","biomass.t_area"
"512",32,2012,43,0.00147648264104364,2.05026377593096e-06,0.00143187421791544,0,0,0,1384.57470795707,1802958.9390554,1342.74306516749,0,0,0,"AtlHerring","CLUPEA HARENGUS",0.02,0.0019225034388589
"513",32,2013,42,0.0148804904865305,0.000169882242412297,0.0130338882307735,0.727905406923783,0.406502651386198,0.637575604447188,13954.2113106611,149390878.939443,12222.556154072,682595,357469901029.527,597887.866601696,"AtlHerring","CLUPEA HARENGUS",0.02,0.0193756386543366
"514",32,2015,42,0.00074929094429098,5.69615142617958e-07,0.000754728522462188,0,0,0,702.649161952388,500907.602846389,707.748262340777,0,0,0,"AtlHerring","CLUPEA HARENGUS",0.02,0.00097563925037888
"515",32,2018,42,0.00390252316066364,5.02575251494333e-06,0.00224181901922152,0.0330866094056265,0.000839881511128507,0.028980709293054,3659.59931750519,4419541.29447701,2102.27050934864,31027,738574175.680842,27176.721209168,"AtlHerring","CLUPEA HARENGUS",0.02,0.00508141036544745
"516",33,1963,33,0.364333974665535,0.0112140585150693,0.105896451853069,1.75068546570315,0.231354119653308,0.480992847819287,412736.241599037,14391586912.0462,119964.940345278,1983266,296908823507.234,544893.405637501,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.0309778739278635
"517",33,1964,32,0.301316184469518,0.0337766749199418,0.183784316305668,1.56199990607504,0.893255453642765,0.945121925278831,282559.886934892,29702499109.3283,172344.129895185,1464769,785510100657.136,886290.077038627,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.0212075017222352
"518",33,1965,29,1.53424272916214,0.804672719923801,0.897035517648995,8.96932743268136,35.5990786780292,5.96649634861442,1438739.35230516,707612303564.15,841196.946953655,8411006,31305082730413.8,5595094.52381403,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.107984426320534
"519",33,1966,34,0.103101825541809,0.00225638139965074,0.0475013831340808,0.743347385436856,0.0914682644987483,0.302437207530337,96683.9541631775,1984214451.90456,44544.5221312853,697076,80435272306.862,283611.128672452,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.00725660371212053
"520",33,1967,43,0.277574517177432,0.00630724228934171,0.0794181483625859,2.94624590714044,1.65711438307252,1.28728954904191,260296.088402105,5546456509.57441,74474.5359809271,2762848,1457231613352.41,1207158.48725526,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.019536494733772
"521",33,1968,40,0.142799582141011,0.00535035863100641,0.0731461457016459,1.29646881288453,0.727346968970072,0.852846392365045,133910.609067187,4704993100.97066,68592.9522689515,1215766,639613660883.213,799758.501601085,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.0100506462655554
"522",33,1969,38,0.0189066339460723,0.000266957765731734,0.0163388422396366,0.113439803676434,0.00462726793935005,0.0680240247217852,17729.7358239382,234757056.982942,15321.7837402485,106378,4069122321.03766,63789.6725264965,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.00133070340273594
"523",33,1970,42,0.0165433047028133,0.000209970377782127,0.014490354646527,0.212477837061386,0.0158829393870068,0.126027534241557,15513.5188459459,184643543.92021,13588.360604584,199252,13967123587.9277,118182.585806572,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.00116436547739395
"524",33,1972,44,0.0544375427527643,0.00380249343234737,0.0616643611200779,1.14923701366947,1.69469151737951,1.30180317920164,51048.9204299298,3343832927.75934,57825.8845825928,1077699,1490276156692.74,1220768.6745214,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.00383147119599974
"525",33,1975,40,0.00852899264678372,6.61295945497302e-05,0.00813201048632687,0.14705159735834,0.0196580245391588,0.140207077350463,7998.08082724323,58152977.6944955,7625.80996973407,137898,17286854249.2555,131479.482236794,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.000600295090567548
"526",33,1977,37,0.0212830630110437,0.000505047963748554,0.0224732722083046,0.395176236279326,0.174118935781432,0.41727561129478,19958.2371873459,444128580.713336,21074.3583701458,370577,153116538179.777,391301.083795811,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.00149796333129531
"527",33,1978,52,0.00993376790625398,4.72181016350465e-05,0.00687154288606617,0.155701691320595,0.0121043343948811,0.110019700030863,9315.41178702447,41522607.6895777,6443.80382146894,146010,10644297653.1921,103171.205542981,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.000699167223131615
"528",33,1979,51,0.0114601108521005,0.000204234871432249,0.0142910766365676,0.465743421329206,0.337322816298804,0.580794986461492,10746.7431008785,179599859.997723,13401.4872308159,436752,296634605816.569,544641.722434638,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.000806595639928242
"529",33,1980,36,0.511612091611628,0.240899410874152,0.490815047522131,18.0651993727692,300.358312314833,17.3308485745746,479765.317003506,211841886564.823,460262.845084005,16940679,264128796726035,16252039.7712421,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.0360087339253679
"530",33,1981,37,0.0949552042031181,0.0077221534812205,0.0878757843846671,3.07672926817475,7.92507666380692,2.8151512683703,89044.4428358508,6790699719.30923,82405.7019829892,2885209,6969146107662.18,2639914.03414243,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.00668322101654829
"531",33,1984,35,0.0705671850498797,0.00591690671774675,0.0769214321093072,1.49602432305745,2.6592945552241,1.63073436071731,66174.5264832423,5203203599.24151,72133.235053209,1402900,2338527825643.1,1529224.58312803,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.00496672192074041
"532",33,1985,34,0.00191902334552634,3.54109920703928e-06,0.00188178086052528,0.0330866094056265,0.00105264542420906,0.0324444975952635,1799.56818612973,3113968.33147212,1764.64396734075,31027,925674295.91918,30424.8959886337,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.000135066395377698
"533",33,1987,32,0.0116091783452663,5.6810348635907e-05,0.00753726400200411,0.116091783452663,0.00568103486359069,0.0753726400200411,10637.8414943629,47701443.1488233,6906.62313644109,106378,4770144314.88233,69066.2313644109,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.000798422041641567
"534",33,1992,33,0.00330866094056265,1.08702617169885e-05,0.00329700799468071,0.0330866094056265,0.00108702617169885,0.0329700799468071,3102.70376918919,9559080.03769759,3091.77619463272,31027,955908003.769759,30917.7619463272,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.00023287309547879
"535",33,1994,34,0.686288632759231,0.382058703848839,0.618108974088582,6.16806753007416,31.8194705962075,5.64087498498305,643568.611551855,335974406529.913,579632.992961851,5784118,27981374699649.7,5289742.40390302,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.0483029724633468
"536",33,1995,31,0,0,0,0.0330866094056265,0.00116295346739729,0.0341021035626439,0,0,0,31027,1022676874.24626,31979.3194775352,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0
"537",33,1996,33,0.00564537480399038,4.05237821354806e-05,0.00636582925748725,0.0846806220598556,0.00911785098048314,0.0954874388623087,5293.96211865938,35635763.604282,5969.56980060389,79409,8018046810.96345,89543.5470090584,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.000397337753659233
"538",33,1997,33,0.041594594681359,0.00150320190600641,0.0387711478551566,0.590721413398795,0.28036526104086,0.529495288969468,39005.418812664,1321884210.92732,36357.7256016837,553950,246547326996.837,496535.323010193,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.00292754748601908
"539",33,1999,33,0.0397039312867518,0.00156531768724634,0.0395640959361685,0.430125922273145,0.183707423017106,0.428611039308492,37232.4452302702,1376507525.42845,37101.3143355927,403351,161548452637.089,401930.905302254,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.00279447714574548
"540",33,2001,33,0.00595558969301277,3.52196479630428e-05,0.00593461439042527,0.0330866094056265,0.00108702617169885,0.0329700799468071,5584.86678454053,30971419.3221402,5565.1971503389,31027,955908003.769759,30917.7619463272,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.000419171571861822
"541",33,2002,32,0.00610937851136471,2.00272118091688e-05,0.00447517729360176,0.101456811336193,0.00580715911579182,0.0762047184614694,5729.08257302158,17611509.7869791,4196.60693739348,95141,5106693861.17393,71461.1353196542,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.000429995672252584
"542",33,2004,33,0.00248149570542199,6.11452221580604e-06,0.00247275599601053,0.0330866094056265,0.00108702617169885,0.0329700799468071,2327.02782689189,5376982.52120489,2318.83214597454,31027,955908003.769759,30917.7619463272,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.000174654821609093
"543",33,2009,46,0.00170847219476326,2.54203531085296e-06,0.00159437615099228,0.0264692875245012,0.000610169158129752,0.024701602339317,1602.12340081769,2235412.50686914,1495.12959534254,24822,536569953.047343,23163.979646152,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.000120247198392684
"544",33,2011,40,0.00207543277180748,3.48068881602651e-06,0.0018656604235569,0.0330866094056265,0.000884611104262146,0.0297424125494578,1946.24145521867,3060844.70134855,1749.52699360386,31027,777908441.216498,27891.01004296,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.000146074941709423
"545",33,2012,43,0.158564691085902,0.0158397555376794,0.12585609058635,2.03326646773063,3.18608740092942,1.78496145642684,148694.373201288,13929148617.0573,118021.814157626,1906700,2801778399225.31,1673851.36712472,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.0111602400820596
"546",33,2016,40,0.0197908878071708,0.000319743386691294,0.0178813698214453,0.352835925249398,0.101628756779541,0.318792654839381,18558.9467455275,281175624.330169,16768.2922305812,330873,89370195997.1273,298948.483851528,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.00139293973868038
"547",33,2018,42,0.00665096444367366,2.96010024298035e-05,0.00544068032784536,0.078238344611348,0.00378167466004912,0.0614953222615275,6236.95592230139,26030500.3494399,5102.00944231191,73368,3325525336.28943,57667.36803678,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.000468114051497302
"548",33,2019,43,1.75170705544843,1.38160808398338,1.17541825916708,19.0707291007885,174.513049982317,13.2103387535035,1642666.98253188,1214957155528.91,1102250.94943434,17883616,153463113937411,12388023.0035874,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.123290192528747
"549",33,2024,42,0.0429742576006156,0.000628123219525114,0.0250623865488727,0.469048689169188,0.0604949128561112,0.245957136217088,40299.2006224919,552358377.866203,23502.3057989254,439851,53197956858.8817,230646.822780808,"RiverHerring","ALOSA PSEUDOHARENGUS",0.37,0.00302465213968297
"550",34,1965,29,0.127020933089783,0.0143077081350626,0.119614832420827,0.799761430565303,0.567205439099189,0.753130426353357,119114.147669836,12581898281.7435,112169.061161015,749978,498788560140.45,706249.644347131,"RiverHerring","ALOSA AESTIVALIS",0.05,0.0661567359842622
"551",34,1966,34,0,0,0,0.0664754945016002,0.00233018280151627,0.048271967035913,0,0,0,62338,2049113855.95703,45267.1388090415,"RiverHerring","ALOSA AESTIVALIS",0.05,0
"552",34,1967,43,0.169519443940848,0.0124742631421816,0.111688240841109,0.817573863631109,0.247147478459665,0.49713929482557,158967.215775419,10969605230.4848,104735.883203823,766682,217336306081.652,466193.421319577,"RiverHerring","ALOSA AESTIVALIS",0.05,0.088291377052525
"553",34,1968,40,0.787155226985851,0.37311804549648,0.610833893539381,3.14950174565484,6.0466091033928,2.45898538088229,738156.472839022,328112179197.673,572810.770846423,2953452,5317261155328.98,2305918.7226199,"RiverHerring","ALOSA AESTIVALIS",0.05,0.409976680721797
"554",34,1970,42,0.0297779484650639,0.000680304024014091,0.0260826383637486,0.165433047028133,0.0133181211050378,0.115404164158135,27924.3339227027,598245082.301482,24459.0490882512,155135,11711676214.3676,108220.498124744,"RiverHerring","ALOSA AESTIVALIS",0.05,0.0155093481588874
"555",34,1971,46,0.106757261971889,0.00446178138569865,0.0667965671700174,0.573483648015403,0.0848463217409756,0.291283919468576,100111.847378405,3923596918.5495,62638.621620766,537785,74612074809.4482,273152.109289766,"RiverHerring","ALOSA AESTIVALIS",0.05,0.0556027406103591
"556",34,1976,42,0.0066173218811253,3.35952604451403e-05,0.0057961418586108,0.0330866094056265,0.000839881511128507,0.028980709293054,6205.40753837837,29542967.0272337,5435.3442418336,31027,738574175.680842,27176.721209168,"RiverHerring","ALOSA AESTIVALIS",0.05,0.0034465218130861
"557",34,1978,52,0.116776268490447,0.0149340675529287,0.122205022617439,0.217982367848833,0.0450659746363163,0.212287481110678,109507.191853736,13132705609.4448,114598.017476066,204413,39630072370.0278,199073.032754383,"RiverHerring","ALOSA AESTIVALIS",0.05,0.0608209731721076
"558",34,1979,51,0.0131880668475458,0.000165461674798169,0.0128631906927546,0.369379229952212,0.193938705035328,0.44038472388961,12367.1374768431,145503524.546727,12062.4841780923,346386,170545627336.903,412971.702828297,"RiverHerring","ALOSA AESTIVALIS",0.05,0.00686878481643011
"559",34,1980,36,0.197588118139663,0.0359315363853194,0.189556156284409,4.72800139834194,20.5735544430738,4.53580802537694,185288.674153078,31597439061.4642,177756.684997961,4433693,18091952034045,4253463.53387977,"RiverHerring","ALOSA AESTIVALIS",0.05,0.102910478197741
"560",34,1981,37,0.0066173218811253,3.84548703755312e-05,0.00620119910787673,0.0330866094056265,0.000961371759388279,0.0310059955393837,6205.40753837837,33816406.0194152,5815.18753088971,31027,845410150.485379,29075.9376544486,"RiverHerring","ALOSA AESTIVALIS",0.05,0.0034465218130861
"561",34,1983,37,0.00992598282168795,8.65234583449451e-05,0.0093017986618151,0.0330866094056265,0.000961371759388279,0.0310059955393837,9308.11130756755,76086913.5436841,8722.78129633457,31027,845410150.485379,29075.9376544486,"RiverHerring","ALOSA AESTIVALIS",0.05,0.00516978271962914
"562",34,1985,34,0.00992598282168795,9.47380881788155e-05,0.00973334927857906,0.132346437622506,0.016842326787345,0.129777990381054,9308.11130756755,83310686.6327261,9127.46879659011,124108,14810788734.7069,121699.583954535,"RiverHerring","ALOSA AESTIVALIS",0.05,0.00516978271962914
"563",34,1992,33,0,0,0,0.0330866094056265,0.00108702617169885,0.0329700799468071,0,0,0,31027,955908003.769759,30917.7619463272,"RiverHerring","ALOSA AESTIVALIS",0.05,0
"564",34,1994,34,0.00992598282168795,9.47380881788155e-05,0.00973334927857906,0.0992598282168795,0.00947380881788155,0.0973334927857906,9308.11130756755,83310686.6327261,9127.46879659011,93081,8331068663.27262,91274.6879659011,"RiverHerring","ALOSA AESTIVALIS",0.05,0.00516978271962914
"565",34,1996,33,0,0,0,0.0256336375678493,0.000868022407870687,0.0294622200092031,0,0,0,24038,763320689.72941,27628.2588979004,"RiverHerring","ALOSA AESTIVALIS",0.05,0
"566",34,1997,33,0.0453759214705735,0.00120918720813739,0.034773369237642,0.264692875245012,0.043481046867954,0.208521094539507,42551.3659774517,1063333855.62198,32608.8002787895,248216,38236320150.7904,195541.095810549,"RiverHerring","ALOSA AESTIVALIS",0.05,0.0236332924325904
"567",34,1998,33,0,0,0,0.0282268740199519,0.00101309455338702,0.0318291462874362,0,0,0,26470,890894090.10705,29847.8490030195,"RiverHerring","ALOSA AESTIVALIS",0.05,0
"568",34,2000,34,0.0066173218811253,4.21058169683625e-05,0.00648889951905271,0.0330866094056265,0.00105264542420906,0.0324444975952635,6205.40753837837,37026971.8367672,6084.97919772674,31027,925674295.91918,30424.8959886337,"RiverHerring","ALOSA AESTIVALIS",0.05,0.0034465218130861
"569",34,2012,43,0.000639099034414005,3.84139857328457e-07,0.000619790172016673,0.0282268740199519,0.000749339485580302,0.0273740659307364,599.316466263326,337804.52922616,581.209539861623,26470,658953418.469641,25670.088010555,"RiverHerring","ALOSA AESTIVALIS",0.05,0.000332864080423961
"570",34,2018,42,0.002225633777777,2.29471831039685e-06,0.00151483276647848,0.0895403574455303,0.00391766344949138,0.0625912409965754,2087.0927650777,2017927.12670129,1420.53761889691,83967,3445111023.95292,58695.0681399462,"RiverHerring","ALOSA AESTIVALIS",0.05,0.00115918425925886
"571",34,2019,43,0.0235837467461489,0.000468215104267508,0.0216382786807895,0.176461916830008,0.0262133061336734,0.161905238129201,22115.7082080571,411738537.036069,20291.3414301783,165478,23051431318.6078,151826.97823051,"RiverHerring","ALOSA AESTIVALIS",0.05,0.0122832014302859
"572",34,2024,42,0.016870144494397,0.000228638711757262,0.015120803938854,0.456489719704905,0.17396511554404,0.41709125565521,15820.0135492368,201060085.056464,14179.565756978,428074,152981271890.985,391128.203906322,"RiverHerring","ALOSA AESTIVALIS",0.05,0.00878653359083177
"573",35,1963,33,0.143186325467553,0.00842036878629114,0.0917625674569491,0.407741173309755,0.0562070309019223,0.237080220393693,162208.824681002,10806298991.2659,103953.350072356,461910,72133417995.4634,268576.651992431,"AmShad","ALOSA SAPIDISSIMA",0.05,0.0900917867328708
"574",35,1964,32,0.00931542511996129,0.000222385178410872,0.014912584565087,0.0186308502399226,0.00088954071364349,0.0298251691301741,8735.55953617552,195560859.064221,13984.3076004578,17471,782243436.256884,27968.6152009156,"AmShad","ALOSA SAPIDISSIMA",0.05,0.00485178391664651
"575",35,1965,29,0.00603256290004746,0.000174739453746331,0.0132189051644352,0.0241302516001898,0.000931943753313766,0.0305277538203151,5657.04857163912,153662208.656324,12396.0561734902,22628,819531779.500393,28627.4654746171,"AmShad","ALOSA SAPIDISSIMA",0.05,0.00314195984377472
"576",35,1966,34,0.136051183304709,0.0278521551559592,0.166889649636996,0.404119711586438,0.0841626760738115,0.290108042070211,127582.283837879,24492600756.9894,156501.120625347,378964,74010891156.2861,272049.427781582,"AmShad","ALOSA SAPIDISSIMA",0.05,0.0708599913045358
"577",35,1967,43,0.07352579867917,0.00219172365173213,0.04681584829662,0.373997844177593,0.0467305645017695,0.216172534105907,68948.9726486486,1927355785.25027,43901.6603928629,350717,41093877765.7102,202716.249387439,"AmShad","ALOSA SAPIDISSIMA",0.05,0.0382946868120677
"578",35,1968,40,0.00603256290004746,0.000112584360344328,0.0106105777573292,0.0241302516001898,0.00180134976550925,0.0424423110293167,5657.04857163912,99004323.864851,9950.09165107795,22628,1584069181.83762,39800.3666043118,"AmShad","ALOSA SAPIDISSIMA",0.05,0.00314195984377472
"579",35,1969,38,0,0,0,0.0186308502399226,0.000708223540311959,0.0266124696394746,0,0,0,17471,622796919.033069,24955.8994835504,"AmShad","ALOSA SAPIDISSIMA",0.05,0
"580",35,1970,42,0.071317094438441,0.00288151723867943,0.0536797656354741,0.321301879667265,0.0398756694474954,0.199688931710036,66877.7555926124,2533945790.05343,50338.3133413649,301302,35065826907.3379,187258.716505635,"AmShad","ALOSA SAPIDISSIMA",0.05,0.0371443200200214
"581",35,1971,46,0.0132346437622506,0.000152542289532438,0.0123508011696585,0.132346437622506,0.00440677725315932,0.066383561618516,12410.8150767567,134142488.261836,11581.989823076,124108,3875227438.67525,62251.3247945395,"AmShad","ALOSA SAPIDISSIMA",0.05,0.00689304362617219
"582",35,1972,44,0.174756816828334,0.0225684284563248,0.150227921693422,1.03540919408041,0.927747737886806,0.963196624727686,163878.573237114,19846202378.1731,140876.55013583,970957,815841891588.767,903239.664534705,"AmShad","ALOSA SAPIDISSIMA",0.05,0.091019175431424
"583",35,1974,37,0,0,0,0.0330866094056265,0.000961371759388279,0.0310059955393837,0,0,0,31027,845410150.485379,29075.9376544486,"AmShad","ALOSA SAPIDISSIMA",0.05,0
"584",35,1975,40,0.014705159735834,0.000196580245391588,0.0140207077350463,0.117641277886672,0.00727346907948876,0.0852846356590023,13789.7945297297,172868542.492555,13147.9482236794,110318,6396136072.22454,79975.8468052983,"AmShad","ALOSA SAPIDISSIMA",0.05,0.00765893736241354
"585",35,1976,42,0.086025184454629,0.00201091630378768,0.0448432414504982,0.430125922273145,0.0497929753026187,0.223143396278309,80670.2979989188,1768357597.77299,42051.844166136,403351,43786897558.2213,209253.19007896,"AmShad","ALOSA SAPIDISSIMA",0.05,0.0448047835701192
"586",35,1977,37,0.0160307157844145,0.00012390099583902,0.0111310824199185,0.0660401419120965,0.00198707249941024,0.0445765913839342,15032.8375075644,108955935.635352,10438.1959952547,61929,1747389856.57399,41801.7925043172,"AmShad","ALOSA SAPIDISSIMA",0.05,0.00834933113771587
"587",35,1978,52,0.196342950069365,0.0288301988167956,0.169794578290343,1.16077169536551,1.13784194565197,1.06669674493362,184121.015171275,25352671827.7426,159225.223591435,1088516,1000594328997.45,1000297.12035847,"AmShad","ALOSA SAPIDISSIMA",0.05,0.102261953161127
"588",35,1979,51,0.018880018566241,0.000247820757350985,0.0157423237595656,0.0895403574455303,0.00425923294061954,0.0652627990559671,17704.7771954161,217928373.409687,14762.3972785482,83967,3745480066.49648,61200.3273397821,"AmShad","ALOSA SAPIDISSIMA",0.05,0.00983334300325051
"589",35,1980,36,0.0562340497279724,0.00258789600665971,0.0508713672576206,0.527056904754784,0.225562095717812,0.474933780350284,52733.5986316209,2275741440.35894,47704.7318445345,494249,198354573475.229,445370.153327801,"AmShad","ALOSA SAPIDISSIMA",0.05,0.0292885675666523
"590",35,1981,37,0.202761980013159,0.0102729976001209,0.101355797072101,1.3646817267694,0.53597547300305,0.732103457854865,190140.474027571,9033858507.11939,95046.6122863902,1279733,471325583327.203,686531.560328586,"AmShad","ALOSA SAPIDISSIMA",0.05,0.10560519792352
"591",35,1982,37,0.0160868344001266,0.000666515245973623,0.0258169565590839,0.0804341720006328,0.0166628811493406,0.129084782795419,15085.4628577043,586119520.254996,24209.9054160688,75427,14652988006.3749,121049.527080344,"AmShad","ALOSA SAPIDISSIMA",0.05,0.00837855958339925
"592",35,1983,37,0.188593673612071,0.0312349684625252,0.176734174574487,0.992598282168795,0.865234583449451,0.93017986618151,176854.114843784,27467375789.27,165732.844630357,930811,760869135436.841,872278.129633457,"AmShad","ALOSA SAPIDISSIMA",0.05,0.0982258716729537
"593",35,1984,35,0.0100569227247406,5.14730434811036e-05,0.00717447165170395,0.0723423532274539,0.00230718912359192,0.0480332085498347,9430.9004775783,45264314.2575661,6727.87590979248,67839,2028893698.12068,45043.2425355978,"AmShad","ALOSA SAPIDISSIMA",0.05,0.00523798058580238
"594",35,1985,34,0.0499780166717651,0.000319447485756059,0.0178730939055346,0.349149911575705,0.0126479025939702,0.112462894298387,46866.9904501353,280915415.257306,16760.5314729965,327416,11122300120.5033,105462.316115773,"AmShad","ALOSA SAPIDISSIMA",0.05,0.0260302170165443
"595",35,1986,38,0.0165433047028133,0.000233588045015267,0.0152835874393176,0.0992598282168795,0.0084091696205496,0.0917015246359056,15513.5188459459,205412424.860074,14332.2163275634,93081,7394847294.96267,85993.2979653802,"AmShad","ALOSA SAPIDISSIMA",0.05,0.00861630453271524
"596",35,1987,32,0.0116091783452663,0.000117990724089961,0.0108623535244421,0.0773945223017755,0.00524403218177603,0.0724156901629476,10637.8414943629,99072228.0783253,9953.5033067923,70919,4403210136.81446,66356.6887119487,"AmShad","ALOSA SAPIDISSIMA",0.05,0.00590832310814759
"597",35,1988,31,0.0333495646595887,0.00119589265382576,0.0345816808993687,0.209481249222923,0.0520992197445707,0.228252535023317,30677.9050772492,1011959795.49786,31811.3155260492,192700,44086160734.9543,209967.046783428,"AmShad","ALOSA SAPIDISSIMA",0.05,0.017038698647044
"598",35,1989,33,0.0198519656433759,0.000167712609347823,0.0129503903164276,0.066173218811253,0.00186347343719803,0.0431679677214255,18616.2226151351,147482949.153048,12144.2558089431,62054,1638699435.03387,40480.852696477,"AmShad","ALOSA SAPIDISSIMA",0.05,0.0103395654392583
"599",35,1990,33,0.0548038358457974,0.00137907577023101,0.0371359094439736,0.418430742651588,0.0985629054547646,0.313947297256665,51392.4125497927,1212730291.95656,34824.2773357403,392384,86674150680.0752,294404.739567955,"AmShad","ALOSA SAPIDISSIMA",0.05,0.0285436645030195
"600",35,1992,33,1.21883073332492,1.16640830423294,1.08000384454544,10.2782403455283,87.5079467062244,9.35456822660589,1142961.0885568,1025714985258.58,1012775.88106085,9638442,76952651948762.5,8772266.06691581,"AmShad","ALOSA SAPIDISSIMA",0.05,0.634807673606729
"601",35,1993,33,0.0134916409330519,0.00017694490720208,0.0133020640203722,0.0674582046652597,0.00442362268005199,0.0665103201018608,12410.8150767567,149730104.565633,12236.4253181079,62054,3743252614.14083,61182.1265905397,"AmShad","ALOSA SAPIDISSIMA",0.05,0.00689304362617219
"602",35,1994,34,0.21175430019601,0.0168182663205059,0.129685258686197,1.45581081384757,0.89504936641319,0.946070487021549,198573.041228108,14789630465.0859,121612.624612274,1365190,787087629901.565,887179.592811718,"AmShad","ALOSA SAPIDISSIMA",0.05,0.110288698018755
"603",35,1995,31,0.0134931547408736,0.000113841826054513,0.0106696685072458,0.0763403758250809,0.00287866987611124,0.0536532373311363,12653.2342917078,100110112.822032,10005.5041263313,71588,2531441879.16386,50313.4363680703,"AmShad","ALOSA SAPIDISSIMA",0.05,0.00702768476087169
"604",35,1996,33,0.0223096933834759,6.87577106618256e-05,0.00829202693325496,0.248730571402608,0.0109678767032872,0.104727631040176,20920.9619824612,60464087.8515417,7775.86573003557,233248,9644920608.16425,98208.5566952506,"AmShad","ALOSA SAPIDISSIMA",0.05,0.0116196319705603
"605",35,1997,33,0.0645062719625242,0.00122177071483161,0.0349538369114409,0.386685625800931,0.0782819194069407,0.279789062343296,60490.8924637141,1074399527.33961,32778.0342201849,362615,68839477153.1635,262372.782797994,"AmShad","ALOSA SAPIDISSIMA",0.05,0.033597016647148
"606",35,1998,33,0.00330866094056265,1.08702617169885e-05,0.00329700799468071,0.0330866094056265,0.00108702617169885,0.0329700799468071,3102.70376918919,9559080.03769759,3091.77619463272,31027,955908003.769759,30917.7619463272,"AmShad","ALOSA SAPIDISSIMA",0.05,0.00172326090654305
"607",35,1999,33,0.0529385750490024,0.00278278699954906,0.0527521279148913,0.430125922273145,0.183707423017106,0.428611039308492,49643.260307027,2447124489.65058,49468.4191141235,403351,161548452637.089,401930.905302254,"AmShad","ALOSA SAPIDISSIMA",0.05,0.0275721745046888
"608",35,2000,34,0.0397039312867518,0.000745874472010992,0.0273107025177126,0.297779484650639,0.0419554390506183,0.204830268882844,37232.4452302702,655906358.251305,25610.6688364694,279243,36894732651.6359,192080.01627352,"AmShad","ALOSA SAPIDISSIMA",0.05,0.0206791308785166
"609",35,2001,33,0.0551043297503654,0.00388390306647971,0.0623209681125037,0.331605986413341,0.145700110376359,0.381706838262507,51674.2013420172,3415422851.60583,58441.6191733753,310964,128125619497.489,357946.391932492,"AmShad","ALOSA SAPIDISSIMA",0.05,0.028700171744982
"610",35,2002,32,0.0145581081384757,0.000217551362313289,0.0147496224464658,0.198519656433759,0.0404537657194133,0.20113121517908,13651.8965844324,191310102.627318,13831.4895303188,186162,35574192637.3112,188611.220867983,"AmShad","ALOSA SAPIDISSIMA",0.05,0.00758234798878941
"611",35,2003,31,0.0207005538368285,0.000164771629700785,0.0128363401988567,0.161541218273785,0.00959543295936835,0.0979562808571678,18968.544027192,138352337.477879,11762.3270434842,148025,8056912354.70355,89760.305005629,"AmShad","ALOSA SAPIDISSIMA",0.05,0.0105352469354955
"612",35,2004,33,0.0164239286935324,0.000179417627546223,0.0133946865415441,0.122065769531021,0.00946942998162106,0.0973109962009487,15401.5737416877,157776096.522844,12560.8955302894,114467,8327218006.55654,91253.5917460597,"AmShad","ALOSA SAPIDISSIMA",0.05,0.00855412952788146
"613",35,2006,38,0.0208506555078595,0.000128345425768206,0.0113289640200773,0.144445194893377,0.00599306985918922,0.0774149201329383,19552.746140044,112864274.047171,10623.7598827897,135454,5270179867.516,72596.0044872719,"AmShad","ALOSA SAPIDISSIMA",0.05,0.0108597164103435
