,,,,,,,
Year,NMFS Name,Pounds,Metric Tons,Dollars,Deflated Dollars,Confidentiality,Collection
2016,"WHELK, KNOBBED","15,998",7,"43,697","54,418",Public,Commercial
2016,"WHELK, WAVED","8,056",4,"4,348","5,414",Public,Commercial
2016,WHELKS **,"81,851",37,"149,386","186,034",Public,Commercial
2016,"WHITEFISH, ROUND",228,0,36,45,Public,Commercial
2016,WINDOWPANE,"24,988",11,"14,193","17,675",Public,Commercial
2016,WITHHELD FOR CONFIDENTIALITY,"722,324",328,"4,434,472","5,522,381",Public,Commercial
2016,WRECKFISH,,,,,Confidential,Commercial
2017,ALEWIFE,701,0,77,94,Public,Commercial
2017,AMBERJACKS **,,,,,Confidential,Commercial
2017,"ANCHOVY, BAY",,,,,Confidential,Commercial
2017,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",,,,,Confidential,Commercial
2017,BARRELFISH,,,,,Confidential,Commercial
2017,"BASS, BLACK SEA","285,122",129,"1,052,677","1,286,891",Public,Commercial
2017,"BASS, ROCK",9,0,,,Public,Commercial
2017,"BASS, STRIPED","689,483",313,"2,475,408","3,026,171",Public,Commercial
2017,"BASS, WHITE",19,0,,,Public,Commercial
2017,BLUEFISH,"693,795",315,"513,214","627,401",Public,Commercial
2017,"BONITO, ATLANTIC","2,388",1,"2,657","3,248",Public,Commercial
2017,"BULLHEAD, BROWN",,,,,Confidential,Commercial
2017,BURBOT,"1,140",1,,,Public,Commercial
2017,BUTTERFISH,"690,734",313,"604,764","739,320",Public,Commercial
2017,"CARP, COMMON",,,,,Confidential,Commercial
2017,"CARP, COMMON",9,0,,,Public,Commercial
2017,"CATFISH, BLUE",,,,,Confidential,Commercial
2017,"CATFISH, CHANNEL",78,0,,,Public,Commercial
2017,"CLAM, ARK, BLOOD","1,351",1,"9,257","11,317",Public,Commercial
2017,"CLAM, QUAHOG, NORTHERN","2,027,162",920,"11,678,257","14,276,598",Public,Commercial
2017,"CLAM, QUAHOG, OCEAN",,,,,Confidential,Commercial
2017,"CLAM, RAZOR, ATLANTIC","7,667",3,"121,703","148,781",Public,Commercial
2017,"CLAM, SOFT","127,224",58,"596,364","729,051",Public,Commercial
2017,"CLAM, SURF, ATLANTIC","2,167,092",983,"1,465,396","1,791,438",Public,Commercial
2017,"CLAMS, PITAR **","87,925",40,,,Public,Commercial
2017,COBIA,177,0,405,496,Public,Commercial
2017,"COD, ATLANTIC","8,015",4,"21,661","26,481",Public,Commercial
2017,"CRAB, ATLANTIC ROCK","33,089",15,"6,431","7,862",Public,Commercial
2017,"CRAB, ATLANTIC SAND",,,,,Confidential,Commercial
2017,"CRAB, BLUE","388,981",176,"649,082","793,499",Public,Commercial
2017,"CRAB, GREEN",,,,,Confidential,Commercial
2017,"CRAB, HORSESHOE","551,547",250,"310,034","379,015",Public,Commercial
2017,"CRAB, JONAH","176,424",80,"141,486","172,965",Public,Commercial
2017,"CRAB, LADY",,,,,Confidential,Commercial
2017,"CRABS, BRACHYURA **",,,,,Confidential,Commercial
2017,"CRABS, SPIDER **",,,,,Confidential,Commercial
2017,CRAPPIES **,,,,,Confidential,Commercial
2017,"CROAKER, ATLANTIC","1,001",0,979,"1,197",Public,Commercial
2017,CUNNER,"1,120",1,"2,628","3,212",Public,Commercial
2017,DOLPHINFISH,,,,,Confidential,Commercial
2017,DOLPHINFISH **,"4,893",2,"18,578","22,712",Public,Commercial
2017,"DORY, BUCKLER","34,953",16,"34,218","41,831",Public,Commercial
2017,"DRUM, BLACK",183,0,280,343,Public,Commercial
2017,"DRUM, FRESHWATER",50,0,,,Public,Commercial
2017,"DRUM, RED",,,,,Confidential,Commercial
2017,DRUMS **,,,,,Confidential,Commercial
2017,"EEL, AMERICAN","43,871",20,"103,911","127,031",Public,Commercial
2017,"EEL, CONGER","9,026",4,"9,512","11,628",Public,Commercial
2017,ESCOLAR,,,,,Confidential,Commercial
2017,"FLOUNDER, AMERICAN PLAICE","6,968",3,"7,083","8,659",Public,Commercial
2017,"FLOUNDER, FOURSPOT","5,772",3,"4,867","5,950",Public,Commercial
2017,"FLOUNDER, SUMMER","491,433",223,"2,402,314","2,936,814",Public,Commercial
2017,"FLOUNDER, WINTER","57,315",26,"150,234","183,660",Public,Commercial
2017,"FLOUNDER, WITCH",79,0,202,247,Public,Commercial
2017,"FLOUNDER, YELLOWTAIL","19,154",9,"47,822","58,462",Public,Commercial
2017,GARFISHES **,59,0,31,38,Public,Commercial
2017,GOOSEFISH,"1,180,818",536,"1,273,224","1,556,509",Public,Commercial
2017,"GOOSEFISH, BLACKFIN",,,,,Confidential,Commercial
2017,"GUITARFISH, BANDED","25,969",12,"6,748","8,250",Public,Commercial
2017,"HAKE, OFFSHORE",,,,,Confidential,Commercial
2017,"HAKE, RED","240,659",109,"142,259","173,911",Public,Commercial
2017,"HAKE, SILVER","1,174,418",533,"1,024,521","1,252,471",Public,Commercial
2017,"HAKE, SPOTTED",,,,,Confidential,Commercial
2017,"HAKE, WHITE",276,0,164,200,Public,Commercial
2017,"HAKES, MERLUCCIUS (GENUS) **",,,,,Confidential,Commercial
2017,"HAKES, RED AND WHITE **",148,0,126,154,Public,Commercial
2017,"HALIBUT, ATLANTIC",,,,,Confidential,Commercial
2017,"HERRING, ATLANTIC","100,226",45,"30,353","37,106",Public,Commercial
2017,"HERRING, BLUEBACK","3,857",2,"1,679","2,052",Public,Commercial
2017,"HERRING, LAKE OR CISCO",509,0,255,312,Public,Commercial
2017,HERRINGS **,,,,,Confidential,Commercial
2017,"HERRINGS, RIVER **","3,940",2,,,Public,Commercial
2017,HOUNDFISH,,,,,Confidential,Commercial
2017,"JACK, CREVALLE",105,0,66,80,Public,Commercial
2017,KILLIFISHES **,,,,,Confidential,Commercial
2017,"KINGFISH, NORTHERN","2,475",1,"2,983","3,646",Public,Commercial
2017,KINGFISHES **,432,0,394,482,Public,Commercial
2017,LADYFISH,,,,,Confidential,Commercial
2017,"LOBSTER, AMERICAN","150,317",68,"760,603","929,832",Public,Commercial
2017,"MACKEREL, ATLANTIC","52,974",24,"29,366","35,899",Public,Commercial
2017,"MACKEREL, ATLANTIC CHUB","1,940",1,"2,302","2,815",Public,Commercial
2017,"MACKEREL, KING",266,0,552,675,Public,Commercial
2017,"MACKEREL, SPANISH","1,053",0,"2,627","3,211",Public,Commercial
2017,MENHADENS **,"1,634,042",741,"232,278","283,959",Public,Commercial
2017,MINNOWS **,,,,,Confidential,Commercial
2017,MULLETS **,885,0,"1,526","1,866",Public,Commercial
2017,"MUSSEL, SEA","1,433",1,"1,019","1,245",Public,Commercial
2017,"NEEDLEFISH, ATLANTIC",,,,,Confidential,Commercial
2017,OPAH,,,,,Confidential,Commercial
2017,"OYSTER, EASTERN","272,742",124,"1,441,792","1,762,582",Public,Commercial
2017,"PERCH, SAND",,,,,Confidential,Commercial
2017,"PERCH, WHITE","7,883",4,"7,778","9,508",Public,Commercial
2017,"PERCH, YELLOW","79,801",36,"180,023","220,077",Public,Commercial
2017,"PERCHES, TRUE **",15,0,,,Public,Commercial
2017,POLLOCK,,,,,Confidential,Commercial
2017,POMFRETS **,,,,,Confidential,Commercial
2017,"POMPANO, FLORIDA",,,,,Confidential,Commercial
2017,"PORGY, RED",,,,,Confidential,Commercial
2017,"PUFFER, NORTHERN","3,026",1,"4,498","5,499",Public,Commercial
2017,"PUFFERS, TETRAODONTIDAE (FAMILY) **",,,,,Confidential,Commercial
2017,PUMPKINSEED,,,,,Confidential,Commercial
2017,"RAVEN, SEA",17,0,19,24,Public,Commercial
2017,"RAY, COWNOSE",,,,,Confidential,Commercial
2017,RAYS **,,,,,Confidential,Commercial
2017,"REDFISH, ACADIAN","6,436",3,"8,540","10,440",Public,Commercial
2017,"REMORAS, OTHER **",,,,,Confidential,Commercial
2017,RIBBONFISHES **,,,,,Confidential,Commercial
2017,"RUNNER, BLUE",28,0,27,32,Public,Commercial
2017,"SCALLOP, BAY","109,190",50,"3,374,295","4,125,054",Public,Commercial
2017,"SCALLOP, SEA","251,253",114,"2,135,807","2,611,012",Public,Commercial
2017,SCULPINS **,,,,,Confidential,Commercial
2017,SCUP,"3,464,504","1,571","2,492,452","3,047,007",Public,Commercial
2017,"SEAROBIN, ARMORED",,,,,Confidential,Commercial
2017,"SEAROBIN, NORTHERN","8,141",4,"1,167","1,427",Public,Commercial
2017,"SEAROBIN, STRIPED",,,,,Confidential,Commercial
2017,SEAROBINS **,"12,312",6,"3,494","4,271",Public,Commercial
2017,"SEAROBINS, NORTH AMERICAN **",,,,,Confidential,Commercial
2017,"SEATROUT, SPOTTED",,,,,Confidential,Commercial
2017,"SHAD, AMERICAN","1,728",1,"1,045","1,277",Public,Commercial
2017,"SHAD, GIZZARD",,,,,Confidential,Commercial
2017,"SHAD, HICKORY",,,,,Confidential,Commercial
2017,SHARK FINS **,,,576,704,Public,Commercial
2017,"SHARK, DOGFISH, BLACK",,,,,Confidential,Commercial
2017,"SHARK, DOGFISH, SMOOTH","254,700",116,"143,132","174,978",Public,Commercial
2017,"SHARK, DOGFISH, SPINY","52,351",24,"31,200","38,142",Public,Commercial
2017,"SHARK, MAKO, SHORTFIN","10,223",5,"14,291","17,471",Public,Commercial
2017,"SHARK, THRESHER","3,314",2,"3,140","3,839",Public,Commercial
2017,SHEEPSHEAD,31,0,43,52,Public,Commercial
2017,"SHRIMP, ROYAL RED",,,,,Confidential,Commercial
2017,SHRIMPS **,,,,,Confidential,Commercial
2017,"SHRIMPS, MANTIS **",82,0,99,121,Public,Commercial
2017,"SILVERSIDE, ATLANTIC","23,982",11,"34,400","42,054",Public,Commercial
2017,"SILVERSIDES, ATHERINIDAE (FAMILY) **","38,847",18,"51,104","62,475",Public,Commercial
2017,"SKATE, CLEARNOSE",,,,,Confidential,Commercial
2017,"SKATE, LITTLE",,,,,Confidential,Commercial
2017,"SKATE, SMOOTH","202,080",92,"46,987","57,442",Public,Commercial
2017,"SKATE, WINTER","1,434,559",651,"273,204","333,990",Public,Commercial
2017,"SKATES, RAJIDAE (FAMILY) **","263,678",120,"60,501","73,962",Public,Commercial
2017,SMELTS **,,,,,Confidential,Commercial
2017,"SNAILS, MOON **",,,,,Confidential,Commercial
2017,"SNAPPER, RED",,,,,Confidential,Commercial
2017,"SNAPPERS, LUTJANIDAE (FAMILY) **",,,,,Confidential,Commercial
2017,SPADEFISH **,,,,,Confidential,Commercial
2017,"SPADEFISH, ATLANTIC",,,,,Confidential,Commercial
2017,SPOT,"12,269",6,"7,045","8,612",Public,Commercial
2017,"SQUID, LONGFIN LOLIGO","3,315,083","1,504","4,924,203","6,019,808",Public,Commercial
2017,"SQUID, SHORTFIN ILLEX","5,495",2,"5,914","7,230",Public,Commercial
2017,SQUIDS **,,,,,Confidential,Commercial
2017,"SQUIDS, LOLIGINIDAE **",,,,,Confidential,Commercial
2017,"STARGAZER, NORTHERN",,,,,Confidential,Commercial
2017,STARGAZERS **,,,,,Confidential,Commercial
2017,"STARS, OTHER SEA **",,,,,Confidential,Commercial
2017,"STINGRAYS, DASYATIDAE (FAMILY) **",,,,,Confidential,Commercial
2017,STURGEONS **,,,,,Confidential,Commercial
2017,"SUCKER, WHITE",,,,,Confidential,Commercial
2017,SUCKERS **,284,0,,,Public,Commercial
2017,SUNFISHES **,,,,,Confidential,Commercial
2017,SWORDFISH,"38,103",17,"134,338","164,227",Public,Commercial
2017,TARPON,,,,,Confidential,Commercial
2017,TAUTOG,"195,823",89,"738,708","903,066",Public,Commercial
2017,"TILEFISH, BLUELINE","2,952",1,"7,550","9,230",Public,Commercial
2017,"TILEFISH, GOLDEN","1,048,536",476,"3,321,668","4,060,719",Public,Commercial
2017,"TOADFISH, OYSTER",416,0,,,Public,Commercial
2017,"TOADFISHES, BATRACHOIDIDAE (FAMILY) **",114,0,281,344,Public,Commercial
2017,TRIGGERFISHES **,"4,492",2,"8,833","10,799",Public,Commercial
2017,"TROUT, RAINBOW",,,,,Confidential,Commercial
2017,"TUNA, ALBACORE","11,225",5,"13,064","15,971",Public,Commercial
2017,"TUNA, BIGEYE",,,,,Confidential,Commercial
2017,"TUNA, BLUEFIN","8,747",4,"40,016","48,919",Public,Commercial
2017,"TUNA, LITTLE TUNNY","8,951",4,"17,223","21,054",Public,Commercial
2017,"TUNA, SKIPJACK",272,0,283,346,Public,Commercial
2017,"TUNA, YELLOWFIN","44,851",20,"154,623","189,026",Public,Commercial
2017,"VERTEBRATES, JAWED","4,292",2,"4,643","5,677",Public,Commercial
2017,WAHOO,,,,,Confidential,Commercial
2017,WALLEYE,36,0,,,Public,Commercial
2017,WEAKFISH,"36,671",17,"92,584","113,183",Public,Commercial
2017,"WHELK, CHANNELED","69,134",31,"151,924","185,726",Public,Commercial
2017,"WHELK, KNOBBED","31,090",14,"243,055","297,133",Public,Commercial
2017,"WHELK, WAVED","1,853",1,"1,847","2,258",Public,Commercial
2017,WHELKS **,,,,,Confidential,Commercial
2017,WINDOWPANE,"27,959",13,"17,666","21,597",Public,Commercial
2017,WITHHELD FOR CONFIDENTIALITY,"588,931",267,"648,756","793,100",Public,Commercial
2018,ALEWIFE,552,0,"2,958","3,534",Public,Commercial
2018,AMBERJACKS **,,,,,Confidential,Commercial
2018,"ANCHOVY, BAY",,,,,Confidential,Commercial
2018,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",,,,,Confidential,Commercial
2018,"BASS, BLACK SEA","274,388",124,"1,125,549","1,344,742",Public,Commercial
2018,"BASS, ROCK",7,0,,,Public,Commercial
2018,"BASS, STRIPED","237,587",108,"717,511","857,242",Public,Commercial
2018,"BASS, WHITE",13,0,,,Public,Commercial
2018,BLUEFISH,"548,704",249,"486,907","581,729",Public,Commercial
2018,"BONITO, ATLANTIC","1,053",0,"1,161","1,387",Public,Commercial
2018,"BULLHEAD, BROWN",30,0,15,18,Public,Commercial
2018,BURBOT,"1,300",1,,,Public,Commercial
2018,BUTTERFISH,"507,371",230,"476,906","569,780",Public,Commercial
2018,"BUTTERFISH, GULF",,,,,Confidential,Commercial
2018,"CARP, COMMON",,,,,Confidential,Commercial
2018,"CATFISH, CHANNEL",100,0,,,Public,Commercial
2018,"CATFISHES-BULLHEADS, OTHER **",1,0,,,Public,Commercial
2018,"CLAM, ARK, BLOOD","1,622",1,"10,138","12,112",Public,Commercial
2018,"CLAM, QUAHOG, NORTHERN","1,787,061",811,"9,573,245","11,437,569",Public,Commercial
2018,"CLAM, QUAHOG, OCEAN",,,,,Confidential,Commercial
2018,"CLAM, RAZOR, ATLANTIC","6,809",3,"108,072","129,118",Public,Commercial
2018,"CLAM, SOFT","128,564",58,"602,645","720,006",Public,Commercial
2018,"CLAM, SURF, ATLANTIC","1,517,926",689,"1,018,837","1,217,249",Public,Commercial
2018,COBIA,388,0,"1,225","1,463",Public,Commercial
2018,"COD, ATLANTIC","2,416",1,"6,580","7,861",Public,Commercial
2018,"CRAB, ATLANTIC ROCK","42,930",19,"14,265","17,043",Public,Commercial
2018,"CRAB, BLUE","514,769",233,"776,779","928,052",Public,Commercial
2018,"CRAB, GREEN",,,,,Confidential,Commercial
2018,"CRAB, HORSESHOE","373,914",170,"166,862","199,357",Public,Commercial
2018,"CRAB, JONAH","231,705",105,"181,956","217,391",Public,Commercial
2018,"CRAB, LADY",,,,,Confidential,Commercial
2018,"CRABS, BRACHYURA **",,,,,Confidential,Commercial
2018,"CRABS, SPIDER **",,,,,Confidential,Commercial
2018,"CROAKER, ATLANTIC",53,0,47,56,Public,Commercial
2018,CUNNER,"1,367",1,"4,538","5,422",Public,Commercial
2018,DOLPHINFISH,,,,,Confidential,Commercial
2018,DOLPHINFISH **,"5,061",2,"14,109","16,857",Public,Commercial
2018,"DORY, BUCKLER","23,580",11,"18,286","21,847",Public,Commercial
2018,"DRUM, BLACK",456,0,433,517,Public,Commercial
2018,"DRUM, FRESHWATER",19,0,,,Public,Commercial
2018,DRUMS **,,,,,Confidential,Commercial
2018,"EEL, AMERICAN","38,266",17,"90,098","107,644",Public,Commercial
2018,"EEL, CONGER","8,389",4,"8,075","9,647",Public,Commercial
2018,ESCOLAR,,,,,Confidential,Commercial
2018,"FLOUNDER, AMERICAN PLAICE","5,792",3,"3,674","4,389",Public,Commercial
2018,"FLOUNDER, FOURSPOT","6,902",3,"5,379","6,426",Public,Commercial
2018,"FLOUNDER, SOUTHERN",,,,,Confidential,Commercial
2018,"FLOUNDER, SUMMER","462,678",210,"2,218,871","2,650,980",Public,Commercial
2018,"FLOUNDER, WINTER","15,452",7,"40,065","47,867",Public,Commercial
2018,"FLOUNDER, WITCH",,,,,Confidential,Commercial
2018,"FLOUNDER, YELLOWTAIL","1,177",1,"2,720","3,250",Public,Commercial
2018,GARFISHES **,13,0,6,7,Public,Commercial
2018,GOOSEFISH,"1,620,718",735,"1,114,871","1,331,984",Public,Commercial
2018,"GOOSEFISH, BLACKFIN",,,,,Confidential,Commercial
2018,"GUITARFISH, BANDED","6,417",3,,,Public,Commercial
2018,HADDOCK,"31,837",14,"15,821","18,902",Public,Commercial
2018,"HAKE, OFFSHORE",52,0,41,50,Public,Commercial
2018,"HAKE, RED","187,217",85,"100,935","120,592",Public,Commercial
2018,"HAKE, SILVER","953,534",433,"1,007,953","1,204,245",Public,Commercial
2018,"HAKE, SPOTTED",,,,,Confidential,Commercial
2018,"HAKE, WHITE",55,0,48,58,Public,Commercial
2018,"HAKES, MERLUCCIUS (GENUS) **",,,,,Confidential,Commercial
2018,"HAKES, RED AND WHITE **",299,0,97,116,Public,Commercial
2018,"HALIBUT, ATLANTIC",,,,,Confidential,Commercial
2018,"HERRING, ATLANTIC","36,017",16,"16,074","19,204",Public,Commercial
2018,"HERRING, ATLANTIC THREAD",,,,,Confidential,Commercial
2018,"HERRING, BLUEBACK","6,995",3,"3,153","3,767",Public,Commercial
2018,"HERRING, LAKE OR CISCO",201,0,,,Public,Commercial
2018,HERRINGS **,,,,,Confidential,Commercial
2018,"HERRINGS, RIVER **","4,069",2,,,Public,Commercial
2018,HOGCHOKER,,,,,Confidential,Commercial
2018,HOUNDFISH,,,,,Confidential,Commercial
2018,"JACK, ALMACO",,,,,Confidential,Commercial
2018,"JACK, BAR",306,0,246,293,Public,Commercial
2018,"JACK, CREVALLE","2,135",1,"1,864","2,227",Public,Commercial
2018,KILLIFISHES **,,,,,Confidential,Commercial
2018,"KINGFISH, NORTHERN",493,0,582,695,Public,Commercial
2018,KINGFISHES **,59,0,65,78,Public,Commercial
2018,LADYFISH,23,0,19,22,Public,Commercial
2018,"LIZARDFISH, INSHORE",,,,,Confidential,Commercial
2018,"LOBSTER, AMERICAN","112,685",51,"657,914","786,038",Public,Commercial
2018,"MACKEREL, ATLANTIC","123,472",56,"56,306","67,271",Public,Commercial
2018,"MACKEREL, ATLANTIC CHUB","3,387",2,"4,325","5,167",Public,Commercial
2018,"MACKEREL, KING",557,0,"1,546","1,847",Public,Commercial
2018,"MACKEREL, SPANISH","1,283",1,"3,166","3,782",Public,Commercial
2018,MENHADENS **,"471,087",214,"98,274","117,413",Public,Commercial
2018,MULLETS **,"2,779",1,"2,768","3,307",Public,Commercial
2018,"MUSSEL, SEA","8,324",4,"5,630","6,726",Public,Commercial
2018,"NEEDLEFISH, ATLANTIC",,,,,Confidential,Commercial
2018,"OYSTER, EASTERN","315,522",143,"1,666,351","1,990,861",Public,Commercial
2018,"PERCH, WHITE","1,945",1,"1,445","1,727",Public,Commercial
2018,"PERCH, YELLOW","49,644",23,"94,473","112,871",Public,Commercial
2018,POLLOCK,646,0,308,369,Public,Commercial
2018,"POMPANO, FLORIDA",,,,,Confidential,Commercial
2018,"PORGY, JOLTHEAD",,,,,Confidential,Commercial
2018,"PORGY, RED","5,227",2,"2,373","2,835",Public,Commercial
2018,"POUT, OCEAN",,,,,Confidential,Commercial
2018,"PUFFER, NORTHERN","13,480",6,"17,267","20,630",Public,Commercial
2018,"PUFFERS, TETRAODONTIDAE (FAMILY) **",584,0,"2,342","2,798",Public,Commercial
2018,"RAVEN, SEA",,,,,Confidential,Commercial
2018,"REDFISH, ACADIAN","2,058",1,"2,212","2,643",Public,Commercial
2018,"RUNNER, BLUE","5,500",2,"4,509","5,387",Public,Commercial
2018,"SCALLOP, BAY","391,884",178,"6,745,083","8,058,642",Public,Commercial
2018,"SCALLOP, SEA","157,061",71,"1,360,682","1,625,665",Public,Commercial
2018,SCUP,"3,348,877","1,519","2,798,014","3,342,908",Public,Commercial
2018,"SEAROBIN, ARMORED",,,,,Confidential,Commercial
2018,"SEAROBIN, NORTHERN","2,814",1,341,408,Public,Commercial
2018,"SEAROBIN, STRIPED",,,,,Confidential,Commercial
2018,SEAROBINS **,"11,614",5,"2,911","3,478",Public,Commercial
2018,"SEAROBINS, NORTH AMERICAN **",599,0,,,Public,Commercial
2018,"SEATROUT, SPOTTED",120,0,285,340,Public,Commercial
2018,"SHAD, AMERICAN","3,063",1,"1,447","1,728",Public,Commercial
2018,"SHAD, GIZZARD",,,,,Confidential,Commercial
2018,"SHAD, HICKORY",86,0,45,54,Public,Commercial
2018,SHARK FINS **,,,,,Confidential,Commercial
2018,"SHARK, DOGFISH, BLACK",,,,,Confidential,Commercial
2018,"SHARK, DOGFISH, SMOOTH","237,670",108,"122,155","145,944",Public,Commercial
2018,"SHARK, DOGFISH, SPINY","45,628",21,"27,424","32,764",Public,Commercial
2018,"SHARK, MAKO, SHORTFIN",,,,,Confidential,Commercial
2018,"SHARK, THRESHER","2,308",1,"1,233","1,473",Public,Commercial
2018,SHEEPSHEAD,,,,,Confidential,Commercial
2018,"SHRIMP, ROYAL RED",,,,,Confidential,Commercial
2018,SHRIMPS **,,,,,Confidential,Commercial
2018,"SHRIMPS, MANTIS **",160,0,216,257,Public,Commercial
2018,"SILVERSIDE, ATLANTIC","16,705",8,"30,420","36,343",Public,Commercial
2018,"SILVERSIDES, ATHERINIDAE (FAMILY) **","21,012",10,"28,986","34,631",Public,Commercial
2018,"SKATE, BARNDOOR",,,,,Confidential,Commercial
2018,"SKATE, CLEARNOSE",,,,,Confidential,Commercial
2018,"SKATE, LITTLE",,,,,Confidential,Commercial
2018,"SKATE, ROSETTE",,,,,Confidential,Commercial
2018,"SKATE, SMOOTH","224,538",102,"81,680","97,587",Public,Commercial
2018,"SKATE, THORNY",,,,,Confidential,Commercial
2018,"SKATE, WINTER","897,761",407,"244,973","292,680",Public,Commercial
2018,"SKATES, RAJIDAE (FAMILY) **","241,597",110,"67,184","80,268",Public,Commercial
2018,"SNAILS, MOON **",,,,,Confidential,Commercial
2018,"SNAPPER, RED",327,0,311,371,Public,Commercial
2018,"SNAPPERS, LUTJANIDAE (FAMILY) **",,,,,Confidential,Commercial
2018,SPOT,"4,696",2,"4,627","5,529",Public,Commercial
2018,"SQUID, LONGFIN LOLIGO","4,901,422","2,223","7,946,478","9,494,000",Public,Commercial
2018,"SQUID, SHORTFIN ILLEX","10,893",5,"7,042","8,413",Public,Commercial
2018,"STARGAZER, NORTHERN",,,,,Confidential,Commercial
2018,SUCKERS **,19,0,,,Public,Commercial
2018,SUNFISHES **,,,,,Confidential,Commercial
2018,SUNFISHES **,2,0,,,Public,Commercial
2018,SWORDFISH,"15,424",7,"43,548","52,029",Public,Commercial
2018,TARPON,,,,,Confidential,Commercial
2018,TAUTOG,"190,614",86,"707,954","845,823",Public,Commercial
2018,"TILEFISH, BLUELINE","2,039",1,"4,771","5,701",Public,Commercial
2018,"TILEFISH, GOLDEN","1,159,111",526,"3,646,229","4,356,307",Public,Commercial
2018,"TOADFISH, OYSTER",,,,,Confidential,Commercial
2018,"TOADFISHES, BATRACHOIDIDAE (FAMILY) **",,,,,Confidential,Commercial
2018,"TRIGGERFISH, GRAY",766,0,"2,635","3,148",Public,Commercial
2018,TRIGGERFISHES **,"3,695",2,"7,941","9,488",Public,Commercial
2018,TRIPLETAIL,,,,,Confidential,Commercial
2018,"TUNA, ALBACORE","1,150",1,"1,618","1,933",Public,Commercial
2018,"TUNA, BIGEYE","26,559",12,"111,691","133,442",Public,Commercial
2018,"TUNA, BLUEFIN","4,250",2,"21,864","26,122",Public,Commercial
2018,"TUNA, LITTLE TUNNY","10,973",5,"14,454","17,269",Public,Commercial
2018,"TUNA, SKIPJACK",,,,,Confidential,Commercial
2018,"TUNA, YELLOWFIN","20,659",9,"63,641","76,035",Public,Commercial
2018,"VERTEBRATES, JAWED",,,,,Confidential,Commercial
2018,"VERTEBRATES, JAWED",-9,0,,,Public,Commercial
2018,WALLEYE,21,0,,,Public,Commercial
2018,WEAKFISH,"24,389",11,"65,961","78,806",Public,Commercial
2018,"WHELK, KNOBBED","1,553",1,"11,702","13,981",Public,Commercial
2018,"WHELK, WAVED",,,,,Confidential,Commercial
2018,WHELKS **,"45,343",21,"79,152","94,566",Public,Commercial
2018,WINDOWPANE,"16,426",7,"6,177","7,380",Public,Commercial
2018,WITHHELD FOR CONFIDENTIALITY,"87,238",40,"57,048","68,157",Public,Commercial
2019,ALEWIFE,609,0,"18,275","21,500",Public,Commercial
2019,AMBERJACKS **,,,,,Confidential,Commercial
2019,"ANCHOVY, BAY",,,,,Confidential,Commercial
2019,BARRELFISH,,,,,Confidential,Commercial
2019,"BASS, BANK SEA",390,0,"1,153","1,356",Public,Commercial
2019,"BASS, BLACK SEA","296,351",134,"1,187,738","1,397,339",Public,Commercial
2019,"BASS, STRIPED","153,323",70,"527,430","620,506",Public,Commercial
2019,BLUEFISH,"594,780",270,"655,108","770,715",Public,Commercial
2019,"BONITO, ATLANTIC","1,844",1,"3,336","3,925",Public,Commercial
2019,BUTTERFISH,"492,962",224,"577,192","679,050",Public,Commercial
2019,"CARP, COMMON",,,,,Confidential,Commercial
2019,"CLAM, ARK, BLOOD","2,046",1,"10,862","12,779",Public,Commercial
2019,"CLAM, QUAHOG, NORTHERN","1,951,513",885,"8,765,582","10,312,449",Public,Commercial
2019,"CLAM, RAZOR, ATLANTIC",,,,,Confidential,Commercial
2019,"CLAM, SOFT","190,325",86,"892,147","1,049,585",Public,Commercial
2019,"CLAM, SURF, ATLANTIC",,,,,Confidential,Commercial
2019,"CLAMS, PITAR **",,,,,Confidential,Commercial
2019,COBIA,"1,191",1,"2,951","3,472",Public,Commercial
2019,"COD, ATLANTIC","2,731",1,"7,076","8,324",Public,Commercial
2019,"CRAB, ATLANTIC ROCK","8,603",4,"3,586","4,219",Public,Commercial
2019,"CRAB, BLUE","453,618",206,"687,872","809,261",Public,Commercial
2019,"CRAB, GREEN","8,421",4,"3,071","3,613",Public,Commercial
2019,"CRAB, HORSESHOE","400,971",182,"208,101","244,825",Public,Commercial
2019,"CRAB, JONAH","125,391",57,"103,170","121,376",Public,Commercial
2019,"CRAB, LADY",,,,,Confidential,Commercial
2019,"CRABS, SPIDER **",,,,,Confidential,Commercial
2019,"CROAKER, ATLANTIC",,,,,Confidential,Commercial
2019,CRUSTACEANS **,,,,,Confidential,Commercial
2019,CUNNER,851,0,"2,611","3,072",Public,Commercial
2019,DOLPHINFISH,,,,,Confidential,Commercial
2019,DOLPHINFISH **,"11,844",5,"42,781","50,330",Public,Commercial
2019,"DORY, BUCKLER","12,123",5,"19,848","23,350",Public,Commercial
2019,"DRUM, BLACK",230,0,235,276,Public,Commercial
2019,"DRUM, RED",,,,,Confidential,Commercial
2019,DRUMS **,,,,,Confidential,Commercial
2019,"EEL, AMERICAN","32,917",15,"85,464","100,546",Public,Commercial
2019,"EEL, CONGER","2,560",1,"2,390","2,811",Public,Commercial
2019,ESCOLAR,,,,,Confidential,Commercial
2019,"FLOUNDER, AMERICAN PLAICE",,,,,Confidential,Commercial
2019,"FLOUNDER, FOURSPOT","7,687",3,"7,493","8,815",Public,Commercial
2019,"FLOUNDER, GULF STREAM",,,,,Confidential,Commercial
